fen,moves,rating,themes
r1b1k1nr/ppqp1p1p/4B1p1/6B1/4P3/1P6/P4PPP/2RQb1K1 b kq - 0 13,c7e5 c1c8 a8c8 d1d7 e8f8 d7f7,1802,fork long mate mateIn3 middlegame
7Q/8/N7/6k1/1P2q1p1/7P/6PK/8 w - - 2 57,h8b2 g4g3 h2g1 e4e1,1815,endgame mate mateIn2 short
1k6/p1p1Q3/1p6/1q6/2RK4/1r3P2/8/8 b - - 5 49,b8b7 c4c7 b7a6 c7a7,1816,endgame mate mateIn2 short
r1b1k2r/pp1n1ppp/8/2bPp3/2P1q3/7P/PP1K2P1/R1BQ1BNR w kq - 0 12,g1f3 c5b4,1810,mate mateIn1 oneMove opening
1r5k/7p/4Br2/q1p1Q1R1/2P2P2/pK1p4/pP5P/6R1 w - - 2 34,b3a2 a3b2 a2b1 a5a1,1835,advancedPawn discoveredAttack mate mateIn2 middlegame short
r4r2/p1p3k1/1pPp2p1/3Pp3/P1P1Pp1q/2N2Pn1/5QPP/R4RK1 w - - 3 24,c3e2 h4h2 g1h2 f8h8 h2g1 h8h1,1844,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
5k2/5p2/1p2p3/1R1p1pQp/3P3P/P3P1P1/2q2PK1/r7 w - - 7 32,b5b6 c2e4 f2f3 e4c2 g2h3 a1h1,1804,endgame long mate mateIn3
r5k1/1p3ppp/1qb5/3p1QN1/5n2/P7/1P4PP/3BR2K b - - 0 28,b6f2 f5h7 g8f8 h7h8,1837,mate mateIn2 middlegame short
4r3/1k3p1p/2pB1P2/5b2/1qP5/1P4P1/rQ5P/K2R2R1 w - - 0 28,b2a2 b4c3 a2b2 e8a8 d6a3 a8a3,1831,exposedKing long mate mateIn3 middlegame pin
r6r/ppp2b1p/3k2p1/3N2b1/2PR4/8/PP4PP/4R1K1 b - - 0 18,f7d5 d4d5 d6c6 e1e6,1824,endgame fork mate mateIn2 short
3n1rbk/1p1P1qpp/p2RN3/4Q3/4pp2/6P1/PBP2P1P/6K1 b - - 3 28,f4g3 e5g7 f7g7 b2g7,1840,kingsideAttack mate mateIn2 middlegame short
r1b4N/ppppk1p1/2n4p/4p3/2B1nq2/4K3/PPPP2PP/RNBQ3R w - - 2 11,e3d3 c6b4 d3e2 f4f2,1801,mate mateIn2 middlegame short
3r3k/1b4p1/3N3p/2PB4/5n2/P2p4/3Qr1qP/3R1R1K w - - 0 30,d5g2 b7g2 h1g1 f4h3,1828,fork mate mateIn2 middlegame short
6k1/1p1qb1pp/3p2r1/pN1RQ3/2r5/4B2P/PP3P1K/5R2 w - - 0 25,f1d1 d7h3 h2h3 c4h4,1814,attraction mate mateIn2 middlegame sacrifice short
r1q1rbk1/1p3ppp/p3b3/2p1N3/2PpNB2/3P2Q1/PP3PPP/4R1K1 b - - 4 21,e6f5 e4f6 g8h8 e5f7,1822,deflection kingsideAttack mate mateIn2 middlegame pin short
r2q1rk1/p2n1Rpp/6P1/3Q4/7b/8/PP4PP/R1B4K b - - 0 24,d7b6 f7f8 g8f8 d5f7,1837,attraction doubleCheck master mate mateIn2 middlegame short
2r2rk1/1pq1bp1p/p2pp2Q/8/4P3/Pb1nR3/1PP2PPP/R5K1 b - - 1 20,f7f6 e3g3 g8f7 h6h5,1828,fork mate mateIn2 middlegame short
r3r1k1/pp4p1/2n3B1/6q1/2Q5/PP2b3/1B4PP/5R1K b - - 4 25,g8h8 b2g7 h8g7 c4f7 g7h8 f7h7,1844,attraction long mate mateIn3 middlegame sacrifice
5R2/4q3/2p3pk/7p/3p1Q2/7P/2r1p1P1/6K1 b - - 1 38,e7g5 f8h8 h6g7 f4f8,1811,endgame mate mateIn2 short triangleMate
1n4nr/8/1kP1N2p/2N2q2/2BP3P/5p2/1R3K1P/7r b - - 0 31,b6a5 b2b5,1836,mate mateIn1 middlegame oneMove vukovicMate
8/2p4k/3p2pp/3Pb3/3NQ3/2q4P/P2N2PK/8 w - - 1 33,g2g3 c3g3 h2h1 g3h2,1831,endgame mate mateIn2 short
5r1k/r5Rp/2nqpn1P/p2p4/1ppP1P2/2P1PN2/PPQ2P2/2K3R1 b - - 4 24,f8f7 c2h7 f6h7 g7g8,1838,kingsideAttack mate mateIn2 middlegame sacrifice short
k7/8/2K5/1Rp5/p7/8/2r5/8 b - - 8 61,a4a3 c6c7 a3a2 b5a5,1806,endgame mate mateIn2 rookEndgame short
5k2/2Q2p1p/p6q/5Kp1/6P1/2P1B2P/PP6/8 w - - 8 37,e3d4 h6g6 f5e5 g6e6,1801,endgame mate mateIn2 short
4r1k1/1p3pp1/3p2P1/3P1P1Q/p2bPK2/P3r3/4R2P/3q4 b - - 1 38,e3e2 g6f7 g8f8 f7e8q,1822,advancedPawn endgame fork mate mateIn2 promotion short
2r5/6N1/1p1P1k2/bP3p2/3Kp2P/4P3/1p3BP1/3R4 w - - 0 45,d6d7 a5c3 d4d5 c8c5 d5d6 c3e5,1821,endgame long mate mateIn3
5rk1/4Qppp/1N1P4/1Pn5/5n2/4KP2/2B4q/R7 b - - 1 27,h2c2 e7f8 g8f8 a1a8,1801,attraction mate mateIn2 middlegame sacrifice short
r1bqk2r/pp1nbp2/2n1p1p1/1N1pP1Np/3p1Q1P/4B3/PPP2PP1/R3KB1R b KQkq - 1 11,e7g5 b5d6 e8e7 f4f7,1835,mate mateIn2 middlegame short
2b2k1Q/8/1p6/1BpPpq2/2P4B/4b3/6P1/7K b - - 1 42,f8f7 b5e8,1820,endgame mate mateIn1 oneMove
5rk1/pp1N1pp1/7p/8/5nq1/P2Q1bB1/1P3P2/2R2RK1 w - - 4 27,d3d6 f4e2 g1h2 g4h5 g3h4 h5h4,1832,fork long mate mateIn3 middlegame
r4r1k/pp3pp1/8/3p4/5P2/2qB3b/P1P2P1P/R2QR1K1 b - - 0 20,f8e8 d1h5 h8g8 h5h7 g8f8 h7h8,1810,fork long mate mateIn3 middlegame
r2q1r2/ppp1bkpQ/2npn1p1/5P2/4P3/3P4/PPP5/RNB1K2R b KQ - 0 17,f8h8 h7g6 f7g8 g6e6 g8f8 h1h8,1835,deflection long mate mateIn3 middlegame
3k1nr1/R7/1pp5/4p1nB/NPP1Pp1P/8/P4P2/6K1 w - - 0 29,h5e2 g5f3 g1f1 g8g1,1808,doubleCheck endgame mate mateIn2 short
r5rk/pp3pp1/3p3N/4p3/2q5/8/PPP2P2/1K4RR b - - 0 25,g7g6 h6f5 c4h4 h1h4,1812,discoveredAttack endgame mate mateIn2 short
B5k1/P1p2p2/1r5p/1P3np1/2PP2q1/6Pn/3Q1PKP/RN3R2 w - - 3 34,a8f3 f5h4 g2h1 g4f3,1805,deflection mate mateIn2 middlegame pin short
r5r1/1pp1p3/p2bk1p1/4p1Bp/5P2/4R2P/PPP3P1/2K1R3 b - - 0 24,e6f5 e3e5 d6e5 e1e5,1845,endgame mate mateIn2 short
r7/p5k1/8/2p1BQPp/3p3P/5P1K/q7/6r1 b - - 4 36,g7g8 f5g6 g8f8 e5d6,1839,balestraMate endgame mate mateIn2 short
4Q1k1/p4pbp/6p1/8/1P6/2r1BqPb/P6P/4R1K1 b - - 2 28,g7f8 e8f8 g8f8 e3h6 f8g8 e1e8,1801,attraction long mate mateIn3 middlegame sacrifice
r3nrk1/1bq2ppp/3p4/2p4Q/2P1PR2/6P1/1B4BP/1R4K1 b - - 3 21,g7g6 h5h7 g8h7 f4h4 h7g8 h4h8,1823,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
r6r/p4R2/1n4pp/5kN1/8/4B3/Pb3nPP/3R2K1 b - - 1 23,f5e5 e3f4,1822,mate mateIn1 middlegame oneMove
5rk1/5p1p/p1p2qpQ/3n1B2/8/P7/1rPB1PPP/R3R1K1 b - - 0 19,f6f5 h6f8 g8f8 d2h6 f8g8 e1e8,1847,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
r1b3N1/ppp3B1/2kp4/2b2P1Q/2n1P3/1R5P/q1P3P1/7K b - - 0 29,a2c2 h5e8 c8d7 g8e7,1841,mate mateIn2 middlegame short
2q2rk1/1p4b1/1R1P4/3Pp3/4P2p/5PpP/r5BK/3Q2R1 w - - 0 34,h2h1 c8h3 g2h3 a2h2,1806,mate mateIn2 middlegame sacrifice short
Q3k2r/3bnpbp/p5p1/1p4B1/6q1/2P5/1PB2PPP/3R2K1 b k - 0 20,e7c8 a8c8 d7c8 d1d8,1823,mate mateIn2 middlegame sacrifice short
3r2k1/p1Q4p/1n4p1/2p2B2/5P1q/2P4P/PP1p3K/R3rR2 b - - 8 26,e1f1 f5e6 g8h8 c7e5 h4f6 e5f6,1800,long mate mateIn3 middlegame
rnbb1rk1/p3qp1p/2pp1nNP/1p2p1Q1/4P3/1BNP4/PPP2PP1/R1B1K2R b KQ - 0 13,h7g6 g5g6 g8h8 g6g7,1832,kingsideAttack mate mateIn2 middlegame pin short
5rk1/2RQ1pp1/4p3/8/1p2Nnq1/3P2PP/1P3PK1/8 w - - 1 35,g2f1 g4d1,1826,endgame mate mateIn1 oneMove
r1bq1bkr/pp2p1pp/2npP2n/6N1/8/2N2Q2/PP3PPP/R1B1K2R b KQ - 4 11,d8a5 f3f7 h6f7 e6f7,1801,advancedPawn kingsideAttack mate mateIn2 opening sacrifice short
2r5/pp2prk1/1qnp4/7p/2p1P3/P1NP1P2/1PPQ2P1/R3K2R w KQ - 0 19,h1h5 b6g1 e1e2 c6d4,1826,mate mateIn2 middlegame short
2r5/4R2p/1p1P1k2/6pb/3P4/5P2/PP4PP/1K4NR w - - 2 31,e7h7 h5g6 b1a1 c8c1,1831,backRankMate endgame fork mate mateIn2 short
4rrk1/ppR1Q1pp/8/3N4/6b1/8/Pq3PPP/5RK1 w - - 1 19,e7g5 b2f2 f1f2 e8e1 f2f1 e1f1,1838,long mate mateIn3 middlegame sacrifice
q5k1/5pp1/4p3/1Q6/3N1PnP/6P1/3RR3/r3B1Kb w - - 3 51,b5b2 a8g2 e2g2 a1e1,1819,deflection mate mateIn2 middlegame sacrifice short
r2n2k1/pbq2prB/1p2pR1Q/4P3/3P4/2P4P/PP4P1/5RK1 b - - 2 25,g7h7 f6g6 f7g6 h6f8,1833,kingsideAttack mate mateIn2 middlegame sacrifice short
7r/pkp5/4R3/PPP2p2/5rn1/1K5p/8/4R3 b - - 0 35,h3h2 c5c6 b7c8 e6e8 h8e8 e1e8,1835,endgame long master mate mateIn3
r1b3rk/p6p/8/2BBp2q/5pnP/2N3Q1/PPP2P2/R5RK w - - 0 23,g3g2 h5h4 g2h2 h4h2,1825,kingsideAttack mate mateIn2 middlegame short
1r3b2/8/5pkp/p1qPpNp1/PrPp4/1P3P1P/QR4PK/2R5 b - - 0 35,g6f5 a2b1 d4d3 b1d3 e5e4 d3e4,1825,long mate mateIn3 middlegame
4rrk1/p1p3pp/Q1pb2p1/3p1q2/3P4/2P5/PP3PPP/R1B2RK1 w - - 2 18,a6c6 f5f2 f1f2 e8e1 f2f1 e1f1,1806,kingsideAttack long mate mateIn3 middlegame sacrifice
5rk1/1p2nr1p/3pN1p1/3P4/pq2PR1P/8/P1B3P1/Q6K b - - 1 26,a4a3 a1g7 f7g7 f4f8,1817,deflection kingsideAttack mate mateIn2 middlegame sacrifice short
3rr3/1p5p/k1p5/1pQ5/PP1P4/7P/6RK/4q3 b - - 0 44,d8d5 a4b5 c6b5 g2a2,1821,endgame mate mateIn2 short
5rk1/1b2Qp2/5Ppp/1p6/2p4q/P1B3r1/1P1R2PP/4R2K b - - 3 38,g3g2 e7f8 g8f8 d2d8,1811,attraction mate mateIn2 middlegame sacrifice short
2kr3r/pp3ppp/2n1bn2/1Nb5/N4B2/8/PP2BPPP/2KR3R b - - 10 15,c5e7 b5a7 c6a7 a4b6,1849,mate mateIn2 middlegame queensideAttack sacrifice short
r2r1k2/1pp2p2/5Q1p/pP2B3/1b4R1/7P/2q2PP1/6K1 b - - 0 29,d8d7 g4g8 f8g8 f6h8,1827,attraction mate mateIn2 middlegame sacrifice short
rn1q3r/p2b1kpQ/2p1pb2/1p1nN1B1/3P4/P7/1P3PPP/RB3RK1 b - - 2 19,f6e5 b1g6 f7f8 h7h8,1807,interference mate mateIn2 opening short
r1r1b3/pp2kp2/4NQ2/3pP3/3n4/8/Pq3PPP/4RK1R b - - 2 24,e7d7 e6f8 d7c7 f6d6,1803,mate mateIn2 middlegame short
4n3/1p1k2p1/p3b3/2r1P1Q1/8/2qB4/P1P3PP/3R3K b - - 6 27,c5e5 d3b5 d7c7 g5d8,1810,doubleCheck mate mateIn2 middlegame short
rn2kb1r/1b3ppp/2Q1pn2/1N2p3/5P2/2N1B3/PPP3PP/2KR3R b kq - 0 13,b8c6 b5c7 e8e7 e3c5,1820,fork mate mateIn2 middlegame short
r4r1k/pp3pRp/2p2PbQ/3pP3/2nP4/2P2N1P/PPq3B1/4KR2 b - - 6 23,c4b2 g7h7 g6h7 h6g7,1835,clearance kingsideAttack mate mateIn2 middlegame sacrifice short
8/k6p/p2Q2p1/1p4P1/KP2p3/1B3r2/2q5/3R4 w - - 0 31,a4a5 c2a2 b3a4 a2a4,1809,endgame mate mateIn2 short
5rk1/1pp3bp/3p2p1/2PPp3/2P1P1n1/2N3Pq/4Q1NP/1RB3K1 w - - 1 23,g2h4 f8f1 e2f1 h3h2,1838,deflection kingsideAttack master mate mateIn2 middlegame sacrifice short
4k3/6Rp/5p2/2NBp3/3pP3/6PP/2p1bPK1/1r6 b - - 0 36,c2c1q d5c6 e8d8 c5e6 d8c8 g7g8,1828,endgame exposedKing long mate mateIn3
3n3r/1p1k3r/2q1p3/3p1N2/3P2p1/Q1P1R3/P4P1P/4RK2 b - - 4 29,e6f5 e3e7 h7e7 e1e7 d7c8 a3a8,1835,exposedKing long mate mateIn3 middlegame
8/4kp1b/p2R4/5P2/1P4P1/2P3r1/4r3/3R1K2 b - - 2 45,e2c2 f5f6 e7f8 d6d8,1837,endgame mate mateIn2 short
r6r/p2k1pb1/4p1p1/3p4/1q3N1P/3Q1P2/1PP5/1NKR3R w - - 0 25,f4d5 g7b2,1844,master mate mateIn1 middlegame oneMove queensideAttack
1b4k1/r1q2ppp/2N5/1B1p4/1B6/P3P3/4QPPP/6K1 w - - 1 31,c6a7 c7h2 g1f1 h2h1,1827,endgame mate mateIn2 short
2rR2k1/5pP1/2B4p/1Pn1B3/8/6KP/3R2P1/2q4r b - - 1 42,g8h7 g7g8q,1848,advancedPawn master mate mateIn1 middlegame oneMove promotion
5rk1/5ppp/1pNQ2b1/6r1/8/PP2q3/6PP/R2R3K b - - 0 26,g6e4 d6f8 g8f8 d1d8,1820,attraction mate mateIn2 middlegame sacrifice short
r4k2/ppp3pp/3N2r1/2b5/2Qn1P2/8/PPP3PP/RN3RK1 w - - 1 18,d6b7 d4e2 g1h1 e2g3 h2g3 g6h6,1848,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice
1kr5/1pr5/3Qpp1p/2Np1p2/2qP4/4P3/6PP/1R4K1 b - - 7 36,c4c3 b1b7 b8a8 d6a6,1812,endgame mate mateIn2 queensideAttack short
r4k1R/2pb4/p2p2Q1/1p1P4/3P4/8/PP3PPP/2q1rBK1 b - - 2 27,f8e7 g6g7,1811,mate mateIn1 middlegame oneMove
5r1k/1Q2R1R1/3p3p/2p5/2Pp3K/7P/5q2/8 w - - 0 43,h4h5 f8f5 g7g5 f5g5 h5h6 f2h4,1836,endgame long mate mateIn3
r1b1k2r/4bpp1/2p2n2/2n1q1B1/4P2P/PpN5/1P1Q3N/2KR1B1R b kq - 1 20,f6e4 d2d8 e7d8 d1d8,1827,mate mateIn2 middlegame sacrifice short
r4r1k/7p/3p3N/2pP1p2/p1n1p3/1P6/P1B2KR1/6R1 b - - 0 31,a4b3 g2g8 f8g8 h6f7,1804,cornerMate mate mateIn2 middlegame sacrifice short
8/1bp3pk/p3P1Np/5Pq1/1P6/P4r1P/5QP1/4R1K1 w - - 3 37,f2h4 f3f1 g1f1 g5g2,1800,attraction endgame mate mateIn2 sacrifice short
r2qr2k/p1p3pp/3nBp2/2pP4/2P2R2/1R5P/P1Q3P1/6K1 b - - 8 27,c7c6 c2h7 h8h7 f4h4 h7g6 b3g3,1845,attraction kingsideAttack long mate mateIn3 middlegame sacrifice
r3k3/p1p2p2/4bNp1/8/3Q1R2/7P/1q1p2P1/6K1 b - - 5 31,e8e7 d4c5 e7d8 c5f8,1825,endgame mate mateIn2 short
8/1k2rr2/1p2q3/p1bR1pp1/8/P1N1PQ2/1P2KP2/3R4 b - - 1 40,g5g4 d5d7 b7a6 f3a8,1818,doubleCheck mate mateIn2 middlegame short
5k2/P7/1R2pPp1/2p5/4pP1B/3b3P/1pp5/3K4 w - - 0 49,d1d2 c2c1q,1820,advancedPawn endgame mate mateIn1 oneMove promotion
5rk1/3Q1p1p/4p1p1/p3P3/Pp3P1b/1B3q2/7P/2BR2K1 w - - 3 27,d7d3 h4f2 g1f1 f2e3 f1e1 f3f2,1810,discoveredAttack long mate mateIn3 middlegame
rn2r2k/pp4pp/1qp5/4N3/2BP4/8/PPK3P1/R1B4R b - - 2 20,b6d4 e5g6,1838,mate mateIn1 middlegame oneMove pin
r5k1/pbb2p1p/1p2N3/3p1N2/3B4/2P3Q1/PP1q1PK1/4R3 b - - 3 26,c7g3 f5e7,1849,mate mateIn1 middlegame oneMove
2kr4/Qpp5/p2b2p1/3N2q1/4Bp2/P7/1PP5/1K6 b - - 1 31,g5e5 d5b6 c7b6 a7b7,1817,endgame mate mateIn2 sacrifice short
8/p1p4p/4k3/4Bn2/3P1K2/2P5/P2Nbr2/R6R w - - 6 29,f4g5 f2g2 e5g3 g2g3 g5f4 g3g4,1833,long mate mateIn3 middlegame
R7/5p1k/8/P1Bp2p1/3P2P1/4nPK1/r7/8 w - - 1 40,a5a6 e3f1 g3h3 a2h2,1844,endgame mate mateIn2 short
N1bk2qr/1p3p2/p2p4/5N2/8/8/PPP1BbPP/R2Q3K w - - 0 19,f5d6 h8h2 h1h2 g8g3 h2h1 g3h4,1811,attraction long mate mateIn3 middlegame sacrifice
2rq2rk/5p1p/pn1p1PpQ/1p1Pn3/2p1PR2/2N3NP/PP4PK/4R3 b - - 1 27,b6d7 h6h7 h8h7 f4h4,1839,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
8/pp4k1/2p3p1/5p2/1K1P1Q2/1P2P3/P2R1P2/q1r5 w - - 7 29,a2a3 a1c3 b4a4 b7b5,1835,endgame fork mate mateIn2 short
1r5k/p5pp/4Q3/q1pp4/2r5/2P2B1P/P1P2RP1/K4R2 w - - 1 27,e6e5 a5a2 a1a2 c4a4,1811,attraction mate mateIn2 middlegame sacrifice short
5rk1/p1p3p1/2p1p3/8/6p1/1P1QPrbq/PBP2P1N/R4RK1 w - - 0 23,f2g3 f3g3 g1h1 h3g2,1802,kingsideAttack mate mateIn2 middlegame short
r5q1/ppp2k1R/2n5/2bpP3/2P2B2/5P2/PP2K3/7R b - - 4 23,f7g6 h1h6 g6f5 h6f6,1801,mate mateIn2 middlegame short
2kr4/pppb2pp/2p5/2Q5/8/2N5/PPP2PPP/2K1rB1R w - - 0 15,c3d1 e1d1 c1d1 d7g4 d1c1 d8d1,1839,attraction doubleCheck long mate mateIn3 middlegame queensideAttack sacrifice
5r2/6pk/4Q2p/2q3P1/3p1P2/PB1P3P/1P1K4/8 b - - 0 31,f8f4 g5g6 h7h8 e6g8,1823,endgame mate mateIn2 short
5Q2/7p/5k2/3p1p2/1pr5/7P/r4PP1/6K1 b - - 4 35,f6e5 f8e7 e5d4 e7e3,1834,dovetailMate endgame mate mateIn2 queenRookEndgame short
rn2k2N/pQ2b1pp/5n2/8/6b1/Bp1p1P2/P1P3PP/1q3RK1 b q - 1 18,b3c2 b7e7,1817,mate mateIn1 middlegame oneMove
1k6/p5p1/K3n1Bp/P6P/6P1/8/8/8 w - - 1 48,g6f7 e6c7,1832,endgame mate mateIn1 oneMove
1r3R1r/2k5/6p1/p2Qp1q1/2BpP1b1/1P1P3p/P1P4P/5RK1 w - - 13 34,f8f7 g4d7 g1h1 g5g2,1843,discoveredAttack mate mateIn2 middlegame short
r4r2/3p3N/p1p2k2/1p6/6QP/8/PPqn2P1/4R2K b - - 3 36,c2h7 g4g5 f6f7 e1e7,1837,endgame fork killBoxMate mate mateIn2 short
4kR2/p1qr1p2/3pPQB1/1p6/2p5/4b3/PP4P1/1K6 b - - 0 33,e8f8 e6e7 d7e7 f6h8,1820,advancedPawn endgame mate mateIn2 pin short
r1b2rk1/pp3pp1/2p4p/4q3/8/3B1Q2/PPP3PP/4RRK1 b - - 1 18,e5b2 f3f7 f8f7 e1e8 f7f8 f1f8,1806,kingsideAttack long mate mateIn3 middlegame sacrifice
6k1/5p1p/2p1pQp1/3pPP2/8/1B3RKP/2Pq2P1/6r1 w - - 3 33,f5g6 g1g2 g3h4 d2h6,1849,endgame mate mateIn2 short
5k2/ppn2p1p/2p3p1/8/6N1/4B3/q4PPP/4R1K1 b - - 3 23,c7d5 e3h6 f8g8 e1e8,1834,endgame mate mateIn2 short
r1b2r1k/p3qp1p/1p5Q/2nNPp1P/8/7R/PPP2PP1/2K2B2 b - - 0 19,e7e5 h6f8,1828,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
3kr3/3b4/3Qp2q/1p6/1P3R2/PB4pP/6P1/6K1 w - - 2 43,f4d4 h6e3 g1f1 e3f2,1831,endgame fork mate mateIn2 short
rn4kr/ppp3bp/6p1/6B1/6N1/3n4/PP4PP/RN3RK1 b - - 0 18,g7b2 g4h6 g8g7 f1f7,1826,kingsideAttack mate mateIn2 middlegame short
r3qb1k/1p3n2/3p1PQp/2pP2N1/1nP5/pP2B3/P3B3/1K5R b - - 5 35,f7g5 h1h6 f8h6 g6h6 g5h7 h6g7,1838,exposedKing fork long mate mateIn3 middlegame
r2q2k1/3bb1pR/4p1N1/p5P1/1p3r2/1P1P4/PP2Q1P1/1K1R4 b - - 0 23,g8h7 e2h5 h7g8 h5h8 g8f7 g6e5,1803,long mate mateIn3 middlegame
2R5/p2P2pk/8/2p1Pp1b/5P2/6P1/1r4qP/6RK w - - 0 31,g1g2 b2b1 g2g1 h5f3,1826,endgame mate mateIn2 short
8/1p5R/3p2Q1/4q3/5p1k/1P3q2/1P4PK/8 b - - 1 36,f3h5 h7h5 e5h5 g2g3 f4g3 g6g3,1834,endgame fork long mate mateIn3
7k/p3r1pp/8/4Qb2/1P6/4KRb1/PB1P2q1/2R5 b - - 1 37,g3e5 c1c8 f5c8 f3f8,1811,backRankMate master mate mateIn2 middlegame sacrifice short
r1bq1r1k/pppn2bp/3p2P1/8/2B5/4PN2/P1P2P1B/Q3K2R b K - 0 15,g7a1 h2e5 d6e5 h1h7,1840,discoveredAttack kingsideAttack mate mateIn2 middlegame pin sacrifice short
rn2kb1r/1pp1np1p/p1q1b3/4P3/2B2Q2/N3B3/PPP3PP/3R1R1K b kq - 1 14,h8g8 f4f7 e6f7 c4f7,1841,attackingF2F7 mate mateIn2 middlegame sacrifice short xRayAttack
B6k/p6p/3N2p1/4n3/4P1P1/7P/P1r1b3/1R2K2R w - - 1 23,h1h2 e5d3,1807,mate mateIn1 middlegame oneMove
3r4/2R2pk1/p3p1pp/3pN1n1/1p1P1K2/4P1P1/PP2qPP1/2Q5 w - - 7 33,c1c2 g5h3 g2h3 g6g5,1817,endgame mate mateIn2 sacrifice short
8/1pp1kpK1/2n3p1/5rq1/2N3p1/Q1P3P1/PP6/3R4 b - - 3 33,e7e8 a3f8,1819,endgame master mate mateIn1 oneMove
1q5k/5p1p/Q2Pb1pb/4p3/7P/1P3P2/1Pr3P1/1K1R1BNR w - - 0 26,b1c2 b8b3 c2b1 b3d1,1805,deflection mate mateIn2 middlegame short
r1b2r1k/pp1pn1pp/2n2p2/q1B2P1Q/2B5/P1R5/1P3PPP/5RK1 b - - 2 17,a5c5 h5h7 h8h7 c3h3,1820,attraction kingsideAttack mate mateIn2 middlegame sacrifice short
r1b3kr/pp1n3q/2p5/3n1NQ1/8/8/PPP2PPP/R3R1K1 b - - 9 21,g8f7 f5d6 f7f8 e1e8,1814,mate mateIn2 middlegame short
r1bqnbkr/pppp2p1/2n4p/4P1N1/3p4/1QP5/PP3PPP/RNB1K2R b KQ - 1 9,d7d5 e5d6 c8e6 b3e6,1848,discoveredAttack enPassant kingsideAttack mate mateIn2 opening short
r4brk/p3q2p/2p2p2/3p1Q2/3PnP1N/2P5/PP5P/R1B2R1K w - - 5 22,f5h5 e4f2 f1f2 e7e1 f2f1 e1f1,1817,clearance fork long mate mateIn3 middlegame sacrifice
1k5r/1pp4q/p3p3/3p1p2/3P2p1/1PP1P1nr/P1BBQRRP/5K2 w - - 0 31,h2g3 h3h1 g2g1 h1g1 f1g1 h7h1,1849,attraction exposedKing long mate mateIn3 middlegame
2r2rk1/1p3pp1/p3p1p1/3pBnQ1/3P1PP1/2P4R/P2q3P/5RK1 b - - 2 26,f5e3 h3h8 g8h8 g5h6 h8g8 h6g7,1814,attraction kingsideAttack long mate mateIn3 middlegame pin sacrifice
5r2/r4p1k/5R1p/1ppqp3/p5bP/P2PQ3/1PP2RP1/6K1 b - - 0 32,e5e4 e3h6 h7g8 f6g6 f7g6 f2f8,1805,discoveredAttack fork killBoxMate long mate mateIn3 middlegame
r1bq1r1k/2p5/p3pnQ1/1pR5/3P4/4P3/PP3PPP/5RK1 b - - 2 18,f8g8 c5h5 f6h7 g6h7,1844,kingsideAttack mate mateIn2 middlegame short
3qk3/1p6/p5p1/3PP3/2Q3P1/P3b2r/1P3B2/3R1RK1 w - - 2 33,d5d6 h3g3 g1h2 d8h4,1807,mate mateIn2 middlegame pin short
4rbkr/1R2P1p1/p2p4/2qNn1P1/5Qb1/8/P1P3PP/4KR2 b - - 2 24,e5g6 f4f7 g8h7 d5f6,1847,fork mate mateIn2 middlegame pin short
1qb1r1k1/6p1/1P2Pb1p/3pnQ2/1R1N4/3P3P/5BPK/1R6 w - - 3 44,b6b7 e5f3 h2h1 b8h2,1829,doubleCheck mate mateIn2 middlegame short
2b5/5k2/2R2p2/3pqp2/8/Q5PB/1r3P1P/6K1 w - - 1 37,c6c8 e5e1 h3f1 e1f2 g1h1 f2f1,1805,deflection endgame long mate mateIn3
2b5/2k1np1p/2p2p2/2Pp1P2/3P1KP1/1r2PN2/p5rP/R2BR3 w - - 6 31,d1b3 e7g6 f5g6 g2g4,1826,mate mateIn2 middlegame sacrifice short
1k4rr/pp3pp1/2p5/4p3/4P2q/3BKPn1/PPPBQ1P1/R4R2 w - - 5 22,e2f2 h4f4,1842,mate mateIn1 middlegame oneMove
R5k1/1p3rpp/3p1b2/1P2P3/8/3p1QP1/2q2P1P/6K1 b - - 1 24,f7f8 f3d5 g8h8 a8f8,1819,backRankMate deflection endgame master mate mateIn2 short
r3r1k1/5ppp/2p5/4Q3/2PB1Pq1/1PN5/P4K2/5R2 w - - 2 31,e5g5 a8a2 c3a2 e8e2,1827,killBoxMate mate mateIn2 middlegame sacrifice short
rn2kb1r/pQ2pp1b/2p2npp/4q3/7P/6N1/PPPPBPP1/R1B1K2R b KQkq - 1 13,f6d5 b7c8,1823,mate mateIn1 oneMove opening
6rk/pp5p/2p2n2/8/3PPp2/5P1q/PPB1Q3/R4RK1 w - - 1 27,g1f2 h3g3,1808,mate mateIn1 middlegame oneMove
8/3n3p/p2p4/2pkp3/2P3P1/3P1K1P/1P1B4/8 b - - 0 44,d5d4 f3e2 e5e4 d2c3,1828,endgame mate mateIn2 short
3q3k/Q1p3p1/7r/8/3PP1p1/B3P3/P3nP1P/R4R1K w - - 3 21,a7c5 h6h2 h1h2 d8h4 h2g2 h4h3,1803,attraction long mate mateIn3 middlegame sacrifice
